item_id,category,difficulty,split,invoice_text,vendor_name,invoice_date,invoice_number,total_amount,tax_amount,line_item_count
UC2_046,office_supplies,easy,train,"INVOICE
Vendor: PaperPlus Inc.
Invoice #: PP-20241101
Date: 2024-11-01

Services/Products rendered as per agreed terms.
Tax: $41.02
Total Due: $512.80",PaperPlus Inc.,2024-11-01,PP-20241101,512.8,41.02,6
UC2_047,office_supplies,medium,train,"INVOICE
Vendor: FurniCo Business
Invoice #: FCB-INV-0291
Date: 2025-01-09

Services/Products rendered as per agreed terms.
Tax: $254.40
Total Due: $3180.00",FurniCo Business,2025-01-09,FCB-INV-0291,3180.0,254.4,3
UC2_048,office_supplies,medium,train,"INVOICE
Vendor: EcoSupplies LLC
Invoice #: ECO-2025-0044
Date: 2025-03-03

Services/Products rendered as per agreed terms.
Tax: $71.62
Total Due: $895.20",EcoSupplies LLC,2025-03-03,ECO-2025-0044,895.2,71.62,5
UC2_049,office_supplies,hard,train,"INVOICE
Vendor: Premier Office Group
Invoice #: POG-Q1-25-ADJ
Date: 2025-03-31

Services/Products rendered as per agreed terms.
Tax: $113.67
Total Due: $1420.88",Premier Office Group,2025-03-31,POG-Q1-25-ADJ,1420.88,113.67,6
UC2_050,professional_services,easy,train,"INVOICE
Vendor: Summit HR Advisors
Invoice #: SHA-2025-0011
Date: 2025-01-08

Services/Products rendered as per agreed terms.
Tax: N/A (exempt)
Total Due: $4500.00",Summit HR Advisors,2025-01-08,SHA-2025-0011,4500.0,,2
UC2_051,professional_services,easy,train,"INVOICE
Vendor: Blue Ridge Tax Group
Invoice #: BRT-INV-2025
Date: 2025-02-01

Services/Products rendered as per agreed terms.
Tax: $736.00
Total Due: $9200.00",Blue Ridge Tax Group,2025-02-01,BRT-INV-2025,9200.0,736.0,3
UC2_052,professional_services,medium,train,"INVOICE
Vendor: Clover Brand Agency
Invoice #: CBA-MKT-25048
Date: 2025-04-15

Services/Products rendered as per agreed terms.
Tax: $1160.00
Total Due: $14500.00",Clover Brand Agency,2025-04-15,CBA-MKT-25048,14500.0,1160.0,4
UC2_053,professional_services,medium,train,"INVOICE
Vendor: Nova Actuarial Partners
Invoice #: NAP-2025-0092
Date: 2025-05-30

Services/Products rendered as per agreed terms.
Tax: $2272.00
Total Due: $28400.00",Nova Actuarial Partners,2025-05-30,NAP-2025-0092,28400.0,2272.0,3
UC2_054,professional_services,hard,train,"INVOICE
Vendor: Apex Global Consulting
Invoice #: AGC-2025-ENGX
Date: 2025-08-31

Services/Products rendered as per agreed terms.
Tax: N/A (exempt)
Total Due: $97000.00",Apex Global Consulting,2025-08-31,AGC-2025-ENGX,97000.0,,8
UC2_055,utilities,easy,train,"INVOICE
Vendor: SunCity Telecom
Invoice #: SCT-INV-00912
Date: 2024-10-15

Services/Products rendered as per agreed terms.
Tax: $75.60
Total Due: $945.00",SunCity Telecom,2024-10-15,SCT-INV-00912,945.0,75.6,3
UC2_056,utilities,medium,train,"INVOICE
Vendor: Eastern Grid Services
Invoice #: EGS-2025-0061
Date: 2025-02-28

Services/Products rendered as per agreed terms.
Tax: $328.00
Total Due: $4100.00",Eastern Grid Services,2025-02-28,EGS-2025-0061,4100.0,328.0,5
UC2_057,utilities,hard,train,"INVOICE
Vendor: National Gas Consortium
Invoice #: NGC-CORP-Q425
Date: See attached schedule

Services/Products rendered as per agreed terms.
Tax: $248.00
Total Due: $6200.00",National Gas Consortium,,NGC-CORP-Q425,6200.0,248.0,7
UC2_058,software_saas,easy,train,"INVOICE
Vendor: HubSpot Inc.
Invoice #: HS-2025-00892
Date: 2025-01-01

Services/Products rendered as per agreed terms.
Tax: $1728.00
Total Due: $21600.00",HubSpot Inc.,2025-01-01,HS-2025-00892,21600.0,1728.0,2
UC2_059,software_saas,medium,train,"INVOICE
Vendor: Datadog Inc.
Invoice #: DD-2025-03-551
Date: 2025-03-31

Services/Products rendered as per agreed terms.
Tax: $992.00
Total Due: $12400.00",Datadog Inc.,2025-03-31,DD-2025-03-551,12400.0,992.0,4
UC2_060,software_saas,hard,test,"INVOICE
Vendor: Oracle Cloud
Invoice #: OCI-ENT-25-009
Date: 2025-03-31

Services/Products rendered as per agreed terms.
Tax: $6720.00
Total Due: $84000.00",Oracle Cloud,2025-03-31,OCI-ENT-25-009,84000.0,6720.0,6
UC2_061,tech_services,medium,train,"INVOICE
Vendor: Kinetic Systems Group
Invoice #: KSG-25-0183-X
Date: 2025-01-22

Services/Products rendered as per agreed terms.
Tax: $1552.00
Total Due: $19400.00",Kinetic Systems Group,2025-01-22,KSG-25-0183-X,19400.0,1552.0,3
UC2_062,tech_services,hard,train,"INV# IT-SRV-25-0087-X | Meridian Tech Partners
Billing cycle: Q4 FY25 (Oct–Dec)

Stmt rendered: 31-Dec-25

Hrs   Description                          Rate     Ext.
120   Sr. Architect (J. Patel)           $185/hr  $22,200
 80   DevOps Eng. (contract)             $140/hr  $11,200
 40   Jr. Developer                       $95/hr   $3,800
 20   PM oversight                       $160/hr   $3,200

Travel & expenses (receipts attached):   $1,340.00
Withholding adj:                          -$200.00
Applicable sales tax:                   $3,303.20
TOTAL DUE:                             $44,843.20",Meridian Tech Partners,2025-12-31,IT-SRV-25-0087-X,44843.2,3303.2,6
UC2_063,tech_services,easy,test,"INVOICE
From: DataBridge Systems Inc.
Invoice #: DBS-2024-0042-X
Invoice Date: September 3, 2024

Description:
  1. Database Migration Services   $6,500.00
  2. Staff Training (2 days)        $2,000.00
  3. Documentation Package            $500.00

Tax: $720.00
Grand Total: $9,720.00",DataBridge Systems Inc.,2024-09-03,DBS-2024-0042-X,9720.0,720.0,3
UC2_064,office_supplies,medium,train,"INVOICE
Vendor: EcoSupplies LLC
Invoice #: ECO-2025-0044-X
Date: 2025-03-03

Services/Products rendered as per agreed terms.
Tax: $71.62
Total Due: $895.20",EcoSupplies LLC,2025-03-03,ECO-2025-0044-X,895.2,71.62,5
UC2_065,software_saas,medium,train,"INVOICE — Zoom Video Communications
ZVC Ref: ZVC-ENT-2025-00441-X | PO: PO-ZOOM-882
Date: March 1, 2025

Zoom One Business Plus
  250 hosts × $19.99/mo × 12 months    $59,970.00
Zoom Rooms (20 rooms × $49/mo × 12)    $11,760.00
Zoom Phone (100 lines × $10/mo × 12)   $12,000.00

Tax (8.625%): $7,207.24
Contract total: $90,937.24",Zoom Video Communications,2025-03-01,ZVC-ENT-2025-00441-X,90937.24,7207.24,3
UC2_066,software_saas,easy,train,"INVOICE
Company: Atlassian
Invoice Number: ATL-2024-0128847-X
Date: November 1, 2024

  Jira Software (Cloud, 25 users)   $3,750.00
  Confluence (Cloud, 25 users)       $2,625.00
  Jira Service Management (10 agents) $6,000.00

GST: $1,237.50
Total: $13,612.50",Atlassian,2024-11-01,ATL-2024-0128847-X,13612.5,1237.5,3
UC2_067,utilities,medium,train,"TELECOM SERVICES INVOICE
Carrier: Broadband Plus | BP-ENT-2025-0392-X
Billing month: February 2025 (issued 28-Feb-25)

Dedicated fiber 1Gbps (monthly)    $850.00
Failover 4G LTE backup             $120.00
Static IP block (×8 addresses)      $40.00
DDoS protection add-on              $95.00

Note: Tax not applicable on carrier services in this state.
Total: $1,105.00",Broadband Plus,2025-02-28,BP-ENT-2025-0392-X,1105.0,,4
UC2_068,professional_services,easy,test,"ACCOUNTING SERVICES INVOICE
Firm: Rivera & Chen CPAs
Invoice Number: RC-2024-Q4-009-X
Invoice Date: 2024-12-31

  Annual Audit                  $8,500.00
  Tax Preparation (Corp.)       $2,200.00

Tax: $856.00
Total: $11,556.00",Rivera & Chen CPAs,2024-12-31,RC-2024-Q4-009-X,11556.0,856.0,2
UC2_069,office_supplies,medium,test,"INVOICE FROM: Global Office Essentials
Our ref: GOE/2025/INV/0561-X
Your PO: 90213
Date of supply: 5th February 2025

  Standing desk converters ×4    $279.96
  Laptop stands ×6               $149.94
  Cable organizers ×10            $49.90

Subtotal: $479.80
VAT (20%): $95.96
Total incl. VAT: $575.76",Global Office Essentials,2025-02-05,GOE/2025/INV/0561-X,575.76,95.96,3
UC2_070,office_supplies,easy,train,"PURCHASE INVOICE
Quill Corporation | INV-QC-2025-00338-X
Date: 2025-02-14

Ergonomic Chair Model EX-7    $349.00

Tax: $27.92
Total: $376.92",Quill Corporation,2025-02-14,INV-QC-2025-00338-X,376.92,27.92,1
UC2_071,utilities,easy,train,"INVOICE
Vendor: SunCity Telecom
Invoice #: SCT-INV-00912-X
Date: 2024-10-15

Services/Products rendered as per agreed terms.
Tax: $75.60
Total Due: $945.00",SunCity Telecom,2024-10-15,SCT-INV-00912-X,945.0,75.6,3
UC2_072,tech_services,medium,test,"BILLING STATEMENT
Tech Horizon Group | TX-H-20241203-X
Date of Issue: 03-Dec-2024

Services:
  Managed Detection & Response (MDR) — 3 months    $8,400.00
  Penetration Test Report                           $2,500.00

Subtotal before tax: $10,900.00
Taxes and fees included in final amount.
TOTAL: $11,854.50",Tech Horizon Group,2024-12-03,TX-H-20241203-X,11854.5,954.5,2
UC2_073,tech_services,medium,test,"Invoice from CloudMatrix Corp | Ref: CMX/INV/2025/0291-X
Issued: January 15th, 2025

Deliverables:
  API Integration Work (Phase 1)   $4,100
  API Integration Work (Phase 2)   $3,900
  QA & Testing                     $1,200
  Project Management               $800

All amounts exclusive of applicable taxes.
Total (incl. 7.5% state tax): $10,750.00",CloudMatrix Corp,2025-01-15,CMX/INV/2025/0291-X,10750.0,750.0,4
UC2_074,office_supplies,easy,train,"PURCHASE INVOICE
Quill Corporation | INV-QC-2025-00338-X
Date: 2025-02-14

Ergonomic Chair Model EX-7    $349.00

Tax: $27.92
Total: $376.92",Quill Corporation,2025-02-14,INV-QC-2025-00338-X,376.92,27.92,1
UC2_075,utilities,medium,train,"COMBINED UTILITY BILL — Pacific Summit Utilities
Account: PSU-88320 | Period: Oct–Nov 2024
Invoice ref: PSU-88320-NOV24-X
Statement date: November 30 2024

Electric (2 months)    $412.00
Gas                    $183.50
Prior balance          $127.20
Late payment fee        $12.72

Regulatory surcharge (estimated):  $28.40
Total balance: $763.82",Pacific Summit Utilities,2024-11-30,PSU-88320-NOV24-X,763.82,28.4,4
UC2_076,utilities,hard,train,"STATEMENT OF CHARGES
Multi-site account — see site schedule (attached)
Provider: Tri-State Electrical Cooperative
Acct: TSEC-CORP-9928-A
Consolidation invoice: TSEC-CORP-9928-A-Q1-25-X
Covers: Jan, Feb, Mar 2025

Site A (HQ):         $1,842.00
Site B (Warehouse):    $904.50
Site C (Annex):        $388.00
Demand charges:        $512.00
Power factor adj:      +$84.50
Green energy credit:  -$120.00

Franchise fee (est.): $178.20
TOTAL Q1 2025:      $3,789.20",Tri-State Electrical Cooperative,,TSEC-CORP-9928-A-Q1-25-X,3789.2,178.2,6
UC2_077,software_saas,medium,test,"INVOICE — Zoom Video Communications
ZVC Ref: ZVC-ENT-2025-00441-X-X | PO: PO-ZOOM-882
Date: March 1, 2025

Zoom One Business Plus
  250 hosts × $19.99/mo × 12 months    $59,970.00
Zoom Rooms (20 rooms × $49/mo × 12)    $11,760.00
Zoom Phone (100 lines × $10/mo × 12)   $12,000.00

Tax (8.625%): $7,207.24
Contract total: $90,937.24",Zoom Video Communications,2025-03-01,ZVC-ENT-2025-00441-X-X,90937.24,7207.24,3
UC2_078,tech_services,medium,test,"Invoice from CloudMatrix Corp | Ref: CMX/INV/2025/0291-X
Issued: January 15th, 2025

Deliverables:
  API Integration Work (Phase 1)   $4,100
  API Integration Work (Phase 2)   $3,900
  QA & Testing                     $1,200
  Project Management               $800

All amounts exclusive of applicable taxes.
Total (incl. 7.5% state tax): $10,750.00",CloudMatrix Corp,2025-01-15,CMX/INV/2025/0291-X,10750.0,750.0,4
UC2_079,tech_services,medium,test,"BILLING STATEMENT
Tech Horizon Group | TX-H-20241203-X-X
Date of Issue: 03-Dec-2024

Services:
  Managed Detection & Response (MDR) — 3 months    $8,400.00
  Penetration Test Report                           $2,500.00

Subtotal before tax: $10,900.00
Taxes and fees included in final amount.
TOTAL: $11,854.50",Tech Horizon Group,2024-12-03,TX-H-20241203-X-X,11854.5,954.5,2
UC2_080,utilities,easy,test,"WATER & WASTEWATER BILL
Utility: Metro Water District
Invoice #: MWD-Q3-2024-00772-X
Billing Date: 2024-09-30

  Water usage (18,500 gallons)   $74.00
  Wastewater fee                 $45.00
  Infrastructure surcharge        $12.50

Tax: $0 (utility, tax-exempt)
Total: $131.50",Metro Water District,2024-09-30,MWD-Q3-2024-00772-X,131.5,,3
UC2_081,office_supplies,easy,test,"PURCHASE INVOICE
Quill Corporation | INV-QC-2025-00338-X-X
Date: 2025-02-14

Ergonomic Chair Model EX-7    $349.00

Tax: $27.92
Total: $376.92",Quill Corporation,2025-02-14,INV-QC-2025-00338-X-X,376.92,27.92,1
UC2_082,professional_services,hard,test,"INVOICE
Vendor: Apex Global Consulting
Invoice #: AGC-2025-ENGX-X
Date: 2025-08-31

Services/Products rendered as per agreed terms.
Tax: N/A (exempt)
Total Due: $97000.00",Apex Global Consulting,2025-08-31,AGC-2025-ENGX-X,97000.0,,8
UC2_083,utilities,medium,test,"TELECOM SERVICES INVOICE
Carrier: Broadband Plus | BP-ENT-2025-0392-X
Billing month: February 2025 (issued 28-Feb-25)

Dedicated fiber 1Gbps (monthly)    $850.00
Failover 4G LTE backup             $120.00
Static IP block (×8 addresses)      $40.00
DDoS protection add-on              $95.00

Note: Tax not applicable on carrier services in this state.
Total: $1,105.00",Broadband Plus,2025-02-28,BP-ENT-2025-0392-X,1105.0,,4
UC2_084,software_saas,easy,test,"INVOICE
Vendor: HubSpot Inc.
Invoice #: HS-2025-00892-X
Date: 2025-01-01

Services/Products rendered as per agreed terms.
Tax: $1728.00
Total Due: $21600.00",HubSpot Inc.,2025-01-01,HS-2025-00892-X,21600.0,1728.0,2
UC2_085,utilities,hard,test,"STATEMENT OF CHARGES
Multi-site account — see site schedule (attached)
Provider: Tri-State Electrical Cooperative
Acct: TSEC-CORP-9928-A
Consolidation invoice: TSEC-CORP-9928-A-Q1-25-X-X
Covers: Jan, Feb, Mar 2025

Site A (HQ):         $1,842.00
Site B (Warehouse):    $904.50
Site C (Annex):        $388.00
Demand charges:        $512.00
Power factor adj:      +$84.50
Green energy credit:  -$120.00

Franchise fee (est.): $178.20
TOTAL Q1 2025:      $3,789.20",Tri-State Electrical Cooperative,,TSEC-CORP-9928-A-Q1-25-X-X,3789.2,178.2,6
UC2_086,software_saas,medium,test,"INVOICE — Zoom Video Communications
ZVC Ref: ZVC-ENT-2025-00441-X | PO: PO-ZOOM-882
Date: March 1, 2025

Zoom One Business Plus
  250 hosts × $19.99/mo × 12 months    $59,970.00
Zoom Rooms (20 rooms × $49/mo × 12)    $11,760.00
Zoom Phone (100 lines × $10/mo × 12)   $12,000.00

Tax (8.625%): $7,207.24
Contract total: $90,937.24",Zoom Video Communications,2025-03-01,ZVC-ENT-2025-00441-X,90937.24,7207.24,3
UC2_087,tech_services,easy,test,"INVOICE
Vendor: TechNova Solutions LLC
Invoice Number: TNS-20240815-001-X
Date: 2024-08-15

Services Rendered:
  - Cloud Infrastructure Setup    $3,200.00
  - Security Audit                $1,800.00

Subtotal: $5,000.00
Tax (8%): $400.00
Total Due: $5,400.00",TechNova Solutions LLC,2024-08-15,TNS-20240815-001-X,5400.0,400.0,2
UC2_088,professional_services,medium,test,"INVOICE — Clearwater Training Solutions
CTS Invoice: 2025-TRN-0049-X (see also PO# 77-2025-CORP)
Course dates: Feb 10-14, 2025 | Invoice date: 17 Feb 25

  Leadership Workshop (8 attendees)     $6,400.00
  Facilitator travel                      $890.00
  Course materials                        $640.00
  Venue rental (contribution)             $750.00
  Post-course coaching (4 sessions)     $1,600.00

Tax: $839.36
Invoice total: $11,119.36",Clearwater Training Solutions,2025-02-17,2025-TRN-0049-X,11119.36,839.36,5
UC2_089,utilities,easy,test,"INVOICE
Vendor: SunCity Telecom
Invoice #: SCT-INV-00912-X
Date: 2024-10-15

Services/Products rendered as per agreed terms.
Tax: $75.60
Total Due: $945.00",SunCity Telecom,2024-10-15,SCT-INV-00912-X,945.0,75.6,3
UC2_090,tech_services,hard,test,"INVOICE
Vendor: Delta Secure Systems
Invoice #: DSS-CORP-2025-X
Date: 2025-06-15

Services/Products rendered as per agreed terms.
Tax: $2568.00
Total Due: $32100.00",Delta Secure Systems,2025-06-15,DSS-CORP-2025-X,32100.0,2568.0,5
UC2_091,software_saas,medium,test,"INVOICE — Zoom Video Communications
ZVC Ref: ZVC-ENT-2025-00441-X | PO: PO-ZOOM-882
Date: March 1, 2025

Zoom One Business Plus
  250 hosts × $19.99/mo × 12 months    $59,970.00
Zoom Rooms (20 rooms × $49/mo × 12)    $11,760.00
Zoom Phone (100 lines × $10/mo × 12)   $12,000.00

Tax (8.625%): $7,207.24
Contract total: $90,937.24",Zoom Video Communications,2025-03-01,ZVC-ENT-2025-00441-X,90937.24,7207.24,3
UC2_092,professional_services,medium,test,"Thornton Executive Search | Invoice TES-2025-0085-X
Issued: 28 February, 2025

Recruitment fee — VP Engineering placement
  (22% of first-year base salary $195,000)    $42,900.00
Background check (pass-through)                   $475.00

Subtotal: $43,375.00
GST (5%): $2,168.75
Total: $45,543.75",Thornton Executive Search,2025-02-28,TES-2025-0085-X,45543.75,2168.75,2
UC2_093,utilities,medium,test,"COMBINED UTILITY BILL — Pacific Summit Utilities
Account: PSU-88320 | Period: Oct–Nov 2024
Invoice ref: PSU-88320-NOV24-X
Statement date: November 30 2024

Electric (2 months)    $412.00
Gas                    $183.50
Prior balance          $127.20
Late payment fee        $12.72

Regulatory surcharge (estimated):  $28.40
Total balance: $763.82",Pacific Summit Utilities,2024-11-30,PSU-88320-NOV24-X,763.82,28.4,4
UC2_094,tech_services,hard,test,"INVOICE
Vendor: Delta Secure Systems
Invoice #: DSS-CORP-2025-X
Date: 2025-06-15

Services/Products rendered as per agreed terms.
Tax: $2568.00
Total Due: $32100.00",Delta Secure Systems,2025-06-15,DSS-CORP-2025-X,32100.0,2568.0,5
UC2_095,office_supplies,medium,test,"INVOICE FROM: Global Office Essentials
Our ref: GOE/2025/INV/0561-X
Your PO: 90213
Date of supply: 5th February 2025

  Standing desk converters ×4    $279.96
  Laptop stands ×6               $149.94
  Cable organizers ×10            $49.90

Subtotal: $479.80
VAT (20%): $95.96
Total incl. VAT: $575.76",Global Office Essentials,2025-02-05,GOE/2025/INV/0561-X,575.76,95.96,3
UC2_096,office_supplies,easy,test,"PURCHASE INVOICE
Quill Corporation | INV-QC-2025-00338-X
Date: 2025-02-14

Ergonomic Chair Model EX-7    $349.00

Tax: $27.92
Total: $376.92",Quill Corporation,2025-02-14,INV-QC-2025-00338-X,376.92,27.92,1
UC2_097,office_supplies,hard,test,"INVOICE
Vendor: Premier Office Group
Invoice #: POG-Q1-25-ADJ-X
Date: 2025-03-31

Services/Products rendered as per agreed terms.
Tax: $113.67
Total Due: $1420.88",Premier Office Group,2025-03-31,POG-Q1-25-ADJ-X,1420.88,113.67,6
UC2_098,office_supplies,medium,test,"SupplyPro | Order #SP-77421-B-X | Inv. date: 14 Mar 2025

Qty  Item                         Unit    Total
 20  Copy paper A4 (ream)         $8.99  $179.80
  5  Whiteboard markers (set)    $12.50   $62.50
 10  File folders (box)            $7.20   $72.00
  3  Label maker tape rolls       $11.00   $33.00

Shipping: $15.00
Total (tax exempt — reseller cert on file): $362.30",SupplyPro,2025-03-14,SP-77421-B-X,362.3,,4
UC2_099,office_supplies,easy,test,"INVOICE
Vendor: PaperPlus Inc.
Invoice #: PP-20241101-X
Date: 2024-11-01

Services/Products rendered as per agreed terms.
Tax: $41.02
Total Due: $512.80",PaperPlus Inc.,2024-11-01,PP-20241101-X,512.8,41.02,6
UC2_100,office_supplies,easy,test,"INVOICE
Vendor: Warehouse Direct Co.
Invoice #: WDC-2024-8810-X
Date: 2024-08-22

Services/Products rendered as per agreed terms.
Tax: $17.63
Total Due: $220.45",Warehouse Direct Co.,2024-08-22,WDC-2024-8810-X,220.45,17.63,4
