model,tier,params,item_id,category,difficulty,gold_label,seed,raw_output,pred_label,is_valid,is_correct,latency_ms
Llama-3.1-8B,SLM,8B,uc6_test_012,sepsis_infection,hard,URGENT,43,URGENT,URGENT,True,True,331
Llama-3.1-8B,SLM,8B,uc6_test_012,sepsis_infection,hard,URGENT,44,URGENT,URGENT,True,True,324
Llama-3.1-8B,SLM,8B,uc6_test_013,respiratory,hard,URGENT,42,URGENT,URGENT,True,True,2740
Llama-3.1-8B,SLM,8B,uc6_test_013,respiratory,hard,URGENT,43,URGENT,URGENT,True,True,331
Llama-3.1-8B,SLM,8B,uc6_test_013,respiratory,hard,URGENT,44,URGENT,URGENT,True,True,330
Llama-3.1-8B,SLM,8B,uc6_test_014,cardiac,medium,URGENT,42,CRITICAL,CRITICAL,True,False,2492
Llama-3.1-8B,SLM,8B,uc6_test_014,cardiac,medium,URGENT,43,CRITICAL,CRITICAL,True,False,268
Llama-3.1-8B,SLM,8B,uc6_test_014,cardiac,medium,URGENT,44,CRITICAL,CRITICAL,True,False,273
Llama-3.1-8B,SLM,8B,uc6_test_015,sepsis_infection,medium,URGENT,42,URGENT,URGENT,True,True,2757
Llama-3.1-8B,SLM,8B,uc6_test_015,sepsis_infection,medium,URGENT,43,URGENT,URGENT,True,True,327
Llama-3.1-8B,SLM,8B,uc6_test_015,sepsis_infection,medium,URGENT,44,URGENT,URGENT,True,True,329
Llama-3.1-8B,SLM,8B,uc6_test_016,neurological,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2868
Llama-3.1-8B,SLM,8B,uc6_test_016,neurological,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,449
Llama-3.1-8B,SLM,8B,uc6_test_016,neurological,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,437
Llama-3.1-8B,SLM,8B,uc6_test_017,neurological,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2628
Llama-3.1-8B,SLM,8B,uc6_test_017,neurological,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,437
Llama-3.1-8B,SLM,8B,uc6_test_017,neurological,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,445
Llama-3.1-8B,SLM,8B,uc6_test_018,respiratory,medium,SEMIURGENT,42,URGENT,URGENT,True,False,2733
Llama-3.1-8B,SLM,8B,uc6_test_018,respiratory,medium,SEMIURGENT,43,URGENT,URGENT,True,False,336
Llama-3.1-8B,SLM,8B,uc6_test_018,respiratory,medium,SEMIURGENT,44,URGENT,URGENT,True,False,336
Llama-3.1-8B,SLM,8B,uc6_test_019,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2888
Llama-3.1-8B,SLM,8B,uc6_test_019,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,480
Llama-3.1-8B,SLM,8B,uc6_test_019,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,521
Llama-3.1-8B,SLM,8B,uc6_test_020,trauma,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,3061
Llama-3.1-8B,SLM,8B,uc6_test_020,trauma,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,445
Llama-3.1-8B,SLM,8B,uc6_test_020,trauma,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,492
Llama-3.1-8B,SLM,8B,uc6_test_021,respiratory,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2987
Llama-3.1-8B,SLM,8B,uc6_test_021,respiratory,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,458
Llama-3.1-8B,SLM,8B,uc6_test_021,respiratory,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,459
Llama-3.1-8B,SLM,8B,uc6_test_022,trauma,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2864
Llama-3.1-8B,SLM,8B,uc6_test_022,trauma,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,432
Llama-3.1-8B,SLM,8B,uc6_test_022,trauma,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,458
Llama-3.1-8B,SLM,8B,uc6_test_023,respiratory,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2949
Llama-3.1-8B,SLM,8B,uc6_test_023,respiratory,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,460
Llama-3.1-8B,SLM,8B,uc6_test_023,respiratory,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,469
Llama-3.1-8B,SLM,8B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2957
Llama-3.1-8B,SLM,8B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,451
Llama-3.1-8B,SLM,8B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,447
Llama-3.1-8B,SLM,8B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2871
Llama-3.1-8B,SLM,8B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,493
Llama-3.1-8B,SLM,8B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,462
Llama-3.1-8B,SLM,8B,uc6_test_026,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2841
Llama-3.1-8B,SLM,8B,uc6_test_026,cardiac,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,446
Llama-3.1-8B,SLM,8B,uc6_test_026,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,450
Llama-3.1-8B,SLM,8B,uc6_test_027,trauma,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,2760
Llama-3.1-8B,SLM,8B,uc6_test_027,trauma,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,443
Llama-3.1-8B,SLM,8B,uc6_test_027,trauma,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,475
Llama-3.1-8B,SLM,8B,uc6_test_028,trauma,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,2789
Llama-3.1-8B,SLM,8B,uc6_test_028,trauma,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,476
Llama-3.1-8B,SLM,8B,uc6_test_028,trauma,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,469
Llama-3.1-8B,SLM,8B,uc6_test_029,sepsis_infection,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,2593
Llama-3.1-8B,SLM,8B,uc6_test_029,sepsis_infection,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,376
Llama-3.1-8B,SLM,8B,uc6_test_029,sepsis_infection,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,389
Llama-3.1-8B,SLM,8B,uc6_test_030,cardiac,easy,NONURGENT,42,SEMIURGENT,SEMIURGENT,True,False,2834
Llama-3.1-8B,SLM,8B,uc6_test_030,cardiac,easy,NONURGENT,43,SEMIURGENT,SEMIURGENT,True,False,439
Llama-3.1-8B,SLM,8B,uc6_test_030,cardiac,easy,NONURGENT,44,SEMIURGENT,SEMIURGENT,True,False,446
Llama-3.3-70B,LLM,70B,uc6_test_001,neurological,hard,CRITICAL,42,CRITICAL,CRITICAL,True,True,410
Llama-3.3-70B,LLM,70B,uc6_test_001,neurological,hard,CRITICAL,43,CRITICAL,CRITICAL,True,True,293
Llama-3.3-70B,LLM,70B,uc6_test_001,neurological,hard,CRITICAL,44,CRITICAL,CRITICAL,True,True,154
Llama-3.3-70B,LLM,70B,uc6_test_002,sepsis_infection,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,254
Llama-3.3-70B,LLM,70B,uc6_test_002,sepsis_infection,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,186
Llama-3.3-70B,LLM,70B,uc6_test_002,sepsis_infection,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,193
Llama-3.3-70B,LLM,70B,uc6_test_003,neurological,medium,CRITICAL,42,CRITICAL,CRITICAL,True,True,180
Llama-3.3-70B,LLM,70B,uc6_test_003,neurological,medium,CRITICAL,43,CRITICAL,CRITICAL,True,True,177
Llama-3.3-70B,LLM,70B,uc6_test_003,neurological,medium,CRITICAL,44,CRITICAL,CRITICAL,True,True,235
Llama-3.3-70B,LLM,70B,uc6_test_004,neurological,easy,CRITICAL,42,CRITICAL,CRITICAL,True,True,357
Llama-3.3-70B,LLM,70B,uc6_test_004,neurological,easy,CRITICAL,43,CRITICAL,CRITICAL,True,True,305
Llama-3.3-70B,LLM,70B,uc6_test_004,neurological,easy,CRITICAL,44,CRITICAL,CRITICAL,True,True,307
Llama-3.3-70B,LLM,70B,uc6_test_005,neurological,medium,URGENT,42,URGENT,URGENT,True,True,148
Llama-3.3-70B,LLM,70B,uc6_test_005,neurological,medium,URGENT,43,URGENT,URGENT,True,True,271
Llama-3.3-70B,LLM,70B,uc6_test_005,neurological,medium,URGENT,44,URGENT,URGENT,True,True,295
Llama-3.3-70B,LLM,70B,uc6_test_006,trauma,easy,URGENT,42,URGENT,URGENT,True,True,252
Llama-3.3-70B,LLM,70B,uc6_test_006,trauma,easy,URGENT,43,URGENT,URGENT,True,True,360
Llama-3.3-70B,LLM,70B,uc6_test_006,trauma,easy,URGENT,44,URGENT,URGENT,True,True,205
Llama-3.3-70B,LLM,70B,uc6_test_007,sepsis_infection,easy,URGENT,42,URGENT,URGENT,True,True,299
Llama-3.3-70B,LLM,70B,uc6_test_007,sepsis_infection,easy,URGENT,43,URGENT,URGENT,True,True,231
Llama-3.3-70B,LLM,70B,uc6_test_007,sepsis_infection,easy,URGENT,44,URGENT,URGENT,True,True,332
Llama-3.3-70B,LLM,70B,uc6_test_008,respiratory,medium,URGENT,42,URGENT,URGENT,True,True,148
Llama-3.3-70B,LLM,70B,uc6_test_008,respiratory,medium,URGENT,43,URGENT,URGENT,True,True,177
Llama-3.3-70B,LLM,70B,uc6_test_008,respiratory,medium,URGENT,44,URGENT,URGENT,True,True,344
Llama-3.3-70B,LLM,70B,uc6_test_009,trauma,medium,URGENT,42,URGENT,URGENT,True,True,141
Llama-3.3-70B,LLM,70B,uc6_test_009,trauma,medium,URGENT,43,URGENT,URGENT,True,True,154
Llama-3.3-70B,LLM,70B,uc6_test_009,trauma,medium,URGENT,44,URGENT,URGENT,True,True,149
Llama-3.3-70B,LLM,70B,uc6_test_010,respiratory,medium,URGENT,42,URGENT,URGENT,True,True,269
Llama-3.3-70B,LLM,70B,uc6_test_010,respiratory,medium,URGENT,43,URGENT,URGENT,True,True,275
Llama-3.3-70B,LLM,70B,uc6_test_010,respiratory,medium,URGENT,44,URGENT,URGENT,True,True,285
Llama-3.3-70B,LLM,70B,uc6_test_011,sepsis_infection,medium,URGENT,42,CRITICAL,CRITICAL,True,False,2303
Llama-3.3-70B,LLM,70B,uc6_test_011,sepsis_infection,medium,URGENT,43,CRITICAL,CRITICAL,True,False,2355
Llama-3.3-70B,LLM,70B,uc6_test_011,sepsis_infection,medium,URGENT,44,CRITICAL,CRITICAL,True,False,2356
Llama-3.3-70B,LLM,70B,uc6_test_012,sepsis_infection,hard,URGENT,42,URGENT,URGENT,True,True,2354
Llama-3.3-70B,LLM,70B,uc6_test_012,sepsis_infection,hard,URGENT,43,URGENT,URGENT,True,True,2353
Llama-3.3-70B,LLM,70B,uc6_test_012,sepsis_infection,hard,URGENT,44,URGENT,URGENT,True,True,2193
Llama-3.3-70B,LLM,70B,uc6_test_013,respiratory,hard,URGENT,42,URGENT,URGENT,True,True,2200
Llama-3.3-70B,LLM,70B,uc6_test_013,respiratory,hard,URGENT,43,URGENT,URGENT,True,True,2364
Llama-3.3-70B,LLM,70B,uc6_test_013,respiratory,hard,URGENT,44,URGENT,URGENT,True,True,2354
Llama-3.3-70B,LLM,70B,uc6_test_014,cardiac,medium,URGENT,42,CRITICAL,CRITICAL,True,False,2353
Llama-3.3-70B,LLM,70B,uc6_test_014,cardiac,medium,URGENT,43,CRITICAL,CRITICAL,True,False,2306
Llama-3.3-70B,LLM,70B,uc6_test_014,cardiac,medium,URGENT,44,CRITICAL,CRITICAL,True,False,2308
Llama-3.3-70B,LLM,70B,uc6_test_015,sepsis_infection,medium,URGENT,42,URGENT,URGENT,True,True,2225
Llama-3.3-70B,LLM,70B,uc6_test_015,sepsis_infection,medium,URGENT,43,URGENT,URGENT,True,True,2404
Llama-3.3-70B,LLM,70B,uc6_test_015,sepsis_infection,medium,URGENT,44,URGENT,URGENT,True,True,2298
Llama-3.3-70B,LLM,70B,uc6_test_016,neurological,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,2587
Llama-3.3-70B,LLM,70B,uc6_test_016,neurological,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,2255
Llama-3.3-70B,LLM,70B,uc6_test_016,neurological,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,2350
Llama-3.3-70B,LLM,70B,uc6_test_017,neurological,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,2237
Llama-3.3-70B,LLM,70B,uc6_test_017,neurological,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,2370
Llama-3.3-70B,LLM,70B,uc6_test_017,neurological,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,2457
Llama-3.3-70B,LLM,70B,uc6_test_018,respiratory,medium,SEMIURGENT,42,URGENT,URGENT,True,False,2530
Llama-3.3-70B,LLM,70B,uc6_test_018,respiratory,medium,SEMIURGENT,43,URGENT,URGENT,True,False,2633
Llama-3.3-70B,LLM,70B,uc6_test_018,respiratory,medium,SEMIURGENT,44,URGENT,URGENT,True,False,2410
Llama-3.3-70B,LLM,70B,uc6_test_019,cardiac,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2221
Llama-3.3-70B,LLM,70B,uc6_test_019,cardiac,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,2210
Llama-3.3-70B,LLM,70B,uc6_test_019,cardiac,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,2428
Llama-3.3-70B,LLM,70B,uc6_test_020,trauma,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2353
Llama-3.3-70B,LLM,70B,uc6_test_020,trauma,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,2201
Llama-3.3-70B,LLM,70B,uc6_test_020,trauma,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,2325
Llama-3.3-70B,LLM,70B,uc6_test_021,respiratory,easy,SEMIURGENT,42,URGENT,URGENT,True,False,2205
Llama-3.3-70B,LLM,70B,uc6_test_021,respiratory,easy,SEMIURGENT,43,URGENT,URGENT,True,False,2379
Llama-3.3-70B,LLM,70B,uc6_test_021,respiratory,easy,SEMIURGENT,44,URGENT,URGENT,True,False,2456
Llama-3.3-70B,LLM,70B,uc6_test_022,trauma,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2457
Llama-3.3-70B,LLM,70B,uc6_test_022,trauma,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,2355
Llama-3.3-70B,LLM,70B,uc6_test_022,trauma,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,2353
Llama-3.3-70B,LLM,70B,uc6_test_023,respiratory,easy,SEMIURGENT,42,SEMIURGENT,SEMIURGENT,True,True,2355
Llama-3.3-70B,LLM,70B,uc6_test_023,respiratory,easy,SEMIURGENT,43,SEMIURGENT,SEMIURGENT,True,True,2355
Llama-3.3-70B,LLM,70B,uc6_test_023,respiratory,easy,SEMIURGENT,44,SEMIURGENT,SEMIURGENT,True,True,2334
Llama-3.3-70B,LLM,70B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,2374
Llama-3.3-70B,LLM,70B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,2458
Llama-3.3-70B,LLM,70B,uc6_test_024,sepsis_infection,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,2304
Llama-3.3-70B,LLM,70B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,42,URGENT,URGENT,True,False,2405
Llama-3.3-70B,LLM,70B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,43,URGENT,URGENT,True,False,2356
Llama-3.3-70B,LLM,70B,uc6_test_025,sepsis_infection,medium,SEMIURGENT,44,URGENT,URGENT,True,False,2305
Llama-3.3-70B,LLM,70B,uc6_test_026,cardiac,easy,SEMIURGENT,42,NONURGENT,NONURGENT,True,False,2326
Llama-3.3-70B,LLM,70B,uc6_test_026,cardiac,easy,SEMIURGENT,43,NONURGENT,NONURGENT,True,False,2327
Llama-3.3-70B,LLM,70B,uc6_test_026,cardiac,easy,SEMIURGENT,44,NONURGENT,NONURGENT,True,False,2337
Llama-3.3-70B,LLM,70B,uc6_test_027,trauma,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,2372
Llama-3.3-70B,LLM,70B,uc6_test_027,trauma,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,2310
Llama-3.3-70B,LLM,70B,uc6_test_027,trauma,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,2356
Llama-3.3-70B,LLM,70B,uc6_test_028,trauma,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,2298
Llama-3.3-70B,LLM,70B,uc6_test_028,trauma,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,2291
Llama-3.3-70B,LLM,70B,uc6_test_028,trauma,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,2415
Llama-3.3-70B,LLM,70B,uc6_test_029,sepsis_infection,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,2354
Llama-3.3-70B,LLM,70B,uc6_test_029,sepsis_infection,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,2281
Llama-3.3-70B,LLM,70B,uc6_test_029,sepsis_infection,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,2325
Llama-3.3-70B,LLM,70B,uc6_test_030,cardiac,easy,NONURGENT,42,NONURGENT,NONURGENT,True,True,2313
Llama-3.3-70B,LLM,70B,uc6_test_030,cardiac,easy,NONURGENT,43,"ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kjtfkp2bfhe996mwjqtw0fyq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99876, Requested 310. Please try again in 2m40.704s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",ERROR,False,False,0
Llama-3.3-70B,LLM,70B,uc6_test_030,cardiac,easy,NONURGENT,44,"ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kjtfkp2bfhe996mwjqtw0fyq` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99876, Requested 310. Please try again in 2m40.704s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",ERROR,False,False,0
Llama-3.3-70B,LLM,70B,uc6_test_030,cardiac,easy,NONURGENT,43,NONURGENT,NONURGENT,True,True,324
Llama-3.3-70B,LLM,70B,uc6_test_030,cardiac,easy,NONURGENT,44,NONURGENT,NONURGENT,True,True,434
